,#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Win Ratio,Has 2 Types
601,602,Swadloon,Bug,Grass,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
602,603,Leavanny,Bug,Grass,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,False
603,604,Venipede,Bug,Poison,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,medium_win_ratio,True
604,605,Whirlipede,Bug,Poison,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,True
605,606,Scolipede,Bug,Poison,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,high_speed,5,False,low_win_ratio,True
606,607,Cottonee,Grass,Fairy,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,True
607,608,Whimsicott,Grass,Fairy,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,5,False,medium_win_ratio,True
608,609,Petilil,Grass,,low_hp,low_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,True
609,610,Lilligant,Grass,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,False
610,611,Basculin,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,False
611,612,Sandile,Ground,Dark,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,True
612,613,Krokorok,Ground,Dark,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,True
613,614,Krookodile,Ground,Dark,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,True
614,615,Darumaka,Fire,,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,True
615,616,Darmanitan Standard Mode,Fire,,high_hp,high_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,False
616,617,Darmanitan Zen Mode,Fire,Psychic,high_hp,low_attack,medium_defense,high_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
617,618,Maractus,Grass,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
618,619,Dwebble,Bug,Rock,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,False
619,620,Crustle,Bug,Rock,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
620,621,Scraggy,Dark,Fighting,low_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,high_win_ratio,False
621,622,Scrafty,Dark,Fighting,medium_hp,medium_attack,high_defense,low_sp_atk,high_sp_def,low_speed,5,False,low_win_ratio,False
622,623,Sigilyph,Psychic,Flying,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,False
623,624,Yamask,Ghost,,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
624,625,Cofagrigus,Ghost,,medium_hp,low_attack,high_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,False
625,626,Tirtouga,Water,Rock,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,low_win_ratio,False
626,627,Carracosta,Water,Rock,medium_hp,medium_attack,high_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,False
627,628,Archen,Rock,Flying,medium_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,True
628,629,Archeops,Rock,Flying,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
629,630,Trubbish,Poison,,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,False
630,631,Garbodor,Poison,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,False
631,632,Zorua,Dark,,low_hp,medium_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,False
632,633,Zoroark,Dark,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,True
633,634,Minccino,Normal,,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,high_win_ratio,True
634,635,Cinccino,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,high_speed,5,False,high_win_ratio,True
635,636,Gothita,Psychic,,low_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
636,637,Gothorita,Psychic,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,True
637,638,Gothitelle,Psychic,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,True
638,639,Solosis,Psychic,,low_hp,low_attack,low_defense,medium_sp_atk,low_sp_def,low_speed,5,False,low_win_ratio,True
639,640,Duosion,Psychic,,medium_hp,low_attack,low_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,True
640,641,Reuniclus,Psychic,,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
641,642,Ducklett,Water,Flying,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,medium_win_ratio,True
642,643,Swanna,Water,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
643,644,Vanillite,Ice,,low_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,True
644,645,Vanillish,Ice,,low_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,True
645,646,Vanilluxe,Ice,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,False
646,647,Deerling,Normal,Grass,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,low_win_ratio,False
647,648,Sawsbuck,Normal,Grass,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,False
648,649,Emolga,Electric,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,False
649,650,Karrablast,Bug,,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,low_win_ratio,False
650,651,Escavalier,Bug,Steel,medium_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,False
651,652,Foongus,Grass,Poison,medium_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,low_win_ratio,False
652,653,Amoonguss,Grass,Poison,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,False
653,654,Frillish,Water,Ghost,medium_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,True
654,655,Jellicent,Water,Ghost,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,True
655,656,Alomomola,Water,,high_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,True
656,657,Joltik,Bug,Electric,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,False
657,658,Galvantula,Bug,Electric,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,False
658,659,Ferroseed,Grass,Steel,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,high_win_ratio,False
659,660,Ferrothorn,Grass,Steel,medium_hp,medium_attack,high_defense,low_sp_atk,high_sp_def,low_speed,5,False,low_win_ratio,False
660,661,Klink,Steel,,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
661,662,Klang,Steel,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,high_win_ratio,False
662,663,Klinklang,Steel,,medium_hp,medium_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,False
663,664,Tynamo,Electric,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,False
664,665,Eelektrik,Electric,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,True
665,666,Eelektross,Electric,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
666,667,Elgyem,Psychic,,medium_hp,low_attack,medium_defense,medium_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,False
667,668,Beheeyem,Psychic,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,False
668,669,Litwick,Ghost,Fire,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,low_win_ratio,True
669,670,Lampent,Ghost,Fire,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,True
670,671,Chandelure,Ghost,Fire,medium_hp,low_attack,medium_defense,high_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,True
671,672,Axew,Dragon,,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,medium_win_ratio,True
672,673,Fraxure,Dragon,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,False
673,674,Haxorus,Dragon,,medium_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,True
674,675,Cubchoo,Ice,,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,True
675,676,Beartic,Ice,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,True
676,677,Cryogonal,Ice,,medium_hp,low_attack,low_defense,medium_sp_atk,high_sp_def,medium_speed,5,False,medium_win_ratio,True
677,678,Shelmet,Bug,,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,False
678,679,Accelgor,Bug,,medium_hp,medium_attack,low_defense,medium_sp_atk,medium_sp_def,high_speed,5,False,high_win_ratio,True
679,680,Stunfisk,Ground,Electric,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,5,False,low_win_ratio,True
680,681,Mienfoo,Fighting,,low_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,5,False,medium_win_ratio,True
681,682,Mienshao,Fighting,,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
682,683,Druddigon,Dragon,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,medium_win_ratio,True
683,684,Golett,Ground,Ghost,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,True
684,685,Golurk,Ground,Ghost,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,high_win_ratio,True
685,686,Pawniard,Dark,Steel,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,True
686,687,Bisharp,Dark,Steel,medium_hp,high_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
687,688,Bouffalant,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,high_win_ratio,False
688,689,Rufflet,Normal,Flying,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,False
689,690,Braviary,Normal,Flying,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
690,691,Vullaby,Dark,Flying,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,high_win_ratio,True
691,692,Mandibuzz,Dark,Flying,high_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
692,693,Heatmor,Fire,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,True
693,694,Durant,Bug,Steel,medium_hp,medium_attack,high_defense,low_sp_atk,low_sp_def,medium_speed,5,False,high_win_ratio,True
694,695,Deino,Dark,Dragon,medium_hp,medium_attack,low_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,True
695,696,Zweilous,Dark,Dragon,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,5,False,high_win_ratio,True
696,697,Hydreigon,Dark,Dragon,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
697,698,Larvesta,Bug,Fire,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,5,False,high_win_ratio,True
698,699,Volcarona,Bug,Fire,medium_hp,low_attack,medium_defense,high_sp_atk,medium_sp_def,medium_speed,5,False,high_win_ratio,True
699,700,Cobalion,Steel,Fighting,medium_hp,medium_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,high_win_ratio,True
700,701,Terrakion,Rock,Fighting,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,high_win_ratio,True
701,702,Virizion,Grass,Fighting,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,5,True,high_win_ratio,True
702,703,Tornadus Incarnate Forme,Flying,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,high_win_ratio,True
703,704,Tornadus Therian Forme,Flying,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,5,True,low_win_ratio,False
704,705,Thundurus Incarnate Forme,Electric,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,medium_win_ratio,False
705,706,Thundurus Therian Forme,Electric,Flying,medium_hp,medium_attack,medium_defense,high_sp_atk,medium_sp_def,medium_speed,5,True,medium_win_ratio,True
706,707,Reshiram,Dragon,Fire,medium_hp,medium_attack,medium_defense,high_sp_atk,high_sp_def,medium_speed,5,True,low_win_ratio,False
707,708,Zekrom,Dragon,Electric,medium_hp,high_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,medium_win_ratio,False
708,709,Landorus Incarnate Forme,Ground,Flying,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,high_win_ratio,True
709,710,Landorus Therian Forme,Ground,Flying,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,medium_win_ratio,False
710,711,Kyurem,Dragon,Ice,high_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,high_win_ratio,False
711,712,Kyurem Black Kyurem,Dragon,Ice,high_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,True,high_win_ratio,True
712,713,Kyurem White Kyurem,Dragon,Ice,high_hp,medium_attack,medium_defense,high_sp_atk,medium_sp_def,medium_speed,5,True,medium_win_ratio,False
713,714,Keldeo Ordinary Forme,Water,Fighting,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,True
714,715,Keldeo Resolute Forme,Water,Fighting,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,medium_win_ratio,True
715,716,Meloetta Aria Forme,Normal,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,5,False,high_win_ratio,True
716,717,Meloetta Pirouette Forme,Normal,Fighting,medium_hp,high_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,5,False,high_win_ratio,True
717,718,Genesect,Bug,Steel,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,5,False,low_win_ratio,False
718,719,Chespin,Grass,,medium_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,low_win_ratio,False
719,720,Quilladin,Grass,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,6,False,medium_win_ratio,True
720,721,Chesnaught,Grass,Fighting,medium_hp,medium_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,medium_win_ratio,True
721,722,Fennekin,Fire,,low_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,6,False,high_win_ratio,True
722,723,Braixen,Fire,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,low_win_ratio,False
723,724,Delphox,Fire,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,medium_win_ratio,False
724,725,Froakie,Water,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,6,False,medium_win_ratio,False
725,726,Frogadier,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,medium_win_ratio,False
726,727,Greninja,Water,Dark,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,6,False,medium_win_ratio,False
727,728,Bunnelby,Normal,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,6,False,low_win_ratio,False
728,729,Diggersby,Normal,Ground,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,6,False,medium_win_ratio,True
729,730,Fletchling,Normal,Flying,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,6,False,high_win_ratio,False
730,731,Fletchinder,Fire,Flying,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,medium_speed,6,False,medium_win_ratio,False
731,732,Talonflame,Fire,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,6,False,high_win_ratio,False
732,733,Scatterbug,Bug,,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,6,False,high_win_ratio,False
733,734,Spewpa,Bug,,low_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,low_win_ratio,True
734,735,Vivillon,Bug,Flying,medium_hp,low_attack,low_defense,medium_sp_atk,low_sp_def,medium_speed,6,False,low_win_ratio,True
735,736,Litleo,Fire,Normal,medium_hp,low_attack,medium_defense,medium_sp_atk,low_sp_def,medium_speed,6,False,medium_win_ratio,True
736,737,Pyroar,Fire,Normal,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,medium_win_ratio,True
737,738,Flabébé,Fairy,,low_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,6,False,low_win_ratio,False
738,739,Floette,Fairy,,medium_hp,low_attack,low_defense,medium_sp_atk,medium_sp_def,low_speed,6,False,low_win_ratio,False
739,740,Florges,Fairy,,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,6,False,low_win_ratio,False
740,741,Skiddo,Grass,,medium_hp,medium_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,6,False,medium_win_ratio,False
741,742,Gogoat,Grass,,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,low_win_ratio,True
742,743,Pancham,Fighting,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,high_win_ratio,True
743,744,Pangoro,Fighting,Dark,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,6,False,low_win_ratio,True
744,745,Furfrou,Normal,,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,6,False,medium_win_ratio,True
745,746,Espurr,Psychic,,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,medium_speed,6,False,low_win_ratio,True
746,747,Meowstic Male,Psychic,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,low_win_ratio,True
747,748,Meowstic Female,Psychic,,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,low_win_ratio,False
748,749,Honedge,Steel,Ghost,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,medium_win_ratio,False
749,750,Doublade,Steel,Ghost,medium_hp,medium_attack,high_defense,low_sp_atk,low_sp_def,low_speed,6,False,medium_win_ratio,True
750,751,Aegislash Blade Forme,Steel,Ghost,medium_hp,high_attack,low_defense,high_sp_atk,low_sp_def,low_speed,6,False,high_win_ratio,True
751,752,Aegislash Shield Forme,Steel,Ghost,medium_hp,low_attack,high_defense,low_sp_atk,high_sp_def,low_speed,6,False,low_win_ratio,True
752,753,Spritzee,Fairy,,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,6,False,medium_win_ratio,True
753,754,Aromatisse,Fairy,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,6,False,low_win_ratio,True
754,755,Swirlix,Fairy,,medium_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,6,False,medium_win_ratio,True
755,756,Slurpuff,Fairy,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,medium_win_ratio,False
756,757,Inkay,Dark,Psychic,medium_hp,low_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,high_win_ratio,True
757,758,Malamar,Dark,Psychic,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,high_win_ratio,True
758,759,Binacle,Rock,Water,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,6,False,low_win_ratio,True
759,760,Barbaracle,Rock,Water,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,medium_speed,6,False,low_win_ratio,False
760,761,Skrelp,Poison,Water,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,6,False,medium_win_ratio,False
761,762,Dragalge,Poison,Dragon,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,low_speed,6,False,medium_win_ratio,False
762,763,Clauncher,Water,,low_hp,low_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,6,False,medium_win_ratio,True
763,764,Clawitzer,Water,,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,6,False,low_win_ratio,True
764,765,Helioptile,Electric,Normal,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,medium_speed,6,False,medium_win_ratio,True
765,766,Heliolisk,Electric,Normal,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,medium_win_ratio,True
766,767,Tyrunt,Rock,Dragon,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,medium_win_ratio,True
767,768,Tyrantrum,Rock,Dragon,medium_hp,medium_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,low_win_ratio,True
768,769,Amaura,Rock,Ice,medium_hp,low_attack,low_defense,medium_sp_atk,medium_sp_def,low_speed,6,False,high_win_ratio,True
769,770,Aurorus,Rock,Ice,high_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,low_speed,6,False,high_win_ratio,True
770,771,Sylveon,Fairy,,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,low_speed,6,False,medium_win_ratio,True
771,772,Hawlucha,Fighting,Flying,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,6,False,medium_win_ratio,True
772,773,Dedenne,Electric,Fairy,medium_hp,low_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,low_win_ratio,False
773,774,Carbink,Rock,Fairy,low_hp,low_attack,high_defense,low_sp_atk,high_sp_def,low_speed,6,False,low_win_ratio,False
774,775,Goomy,Dragon,,low_hp,low_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,6,False,low_win_ratio,True
775,776,Sliggoo,Dragon,,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,low_speed,6,False,high_win_ratio,True
776,777,Goodra,Dragon,,medium_hp,medium_attack,medium_defense,medium_sp_atk,high_sp_def,medium_speed,6,False,high_win_ratio,False
777,778,Klefki,Steel,Fairy,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,medium_speed,6,False,high_win_ratio,True
778,779,Phantump,Ghost,Grass,low_hp,medium_attack,low_defense,low_sp_atk,medium_sp_def,low_speed,6,False,high_win_ratio,True
779,780,Trevenant,Ghost,Grass,medium_hp,medium_attack,medium_defense,low_sp_atk,medium_sp_def,low_speed,6,False,medium_win_ratio,True
780,781,Pumpkaboo Average Size,Ghost,Grass,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,high_win_ratio,True
781,782,Pumpkaboo Small Size,Ghost,Grass,low_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,medium_win_ratio,True
782,783,Pumpkaboo Large Size,Ghost,Grass,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,medium_win_ratio,True
783,784,Pumpkaboo Super Size,Ghost,Grass,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,medium_win_ratio,True
784,785,Gourgeist Average Size,Ghost,Grass,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,medium_speed,6,False,,
785,786,Gourgeist Small Size,Ghost,Grass,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,medium_speed,6,False,,
786,787,Gourgeist Large Size,Ghost,Grass,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,medium_speed,6,False,,
787,788,Gourgeist Super Size,Ghost,Grass,medium_hp,medium_attack,high_defense,low_sp_atk,medium_sp_def,low_speed,6,False,,
788,789,Bergmite,Ice,,medium_hp,medium_attack,medium_defense,low_sp_atk,low_sp_def,low_speed,6,False,,
789,790,Avalugg,Ice,,medium_hp,medium_attack,high_defense,low_sp_atk,low_sp_def,low_speed,6,False,,
790,791,Noibat,Flying,Dragon,low_hp,low_attack,low_defense,low_sp_atk,low_sp_def,low_speed,6,False,,
791,792,Noivern,Flying,Dragon,medium_hp,medium_attack,medium_defense,medium_sp_atk,medium_sp_def,high_speed,6,False,,
792,793,Xerneas,Fairy,,high_hp,high_attack,medium_defense,high_sp_atk,medium_sp_def,medium_speed,6,True,,
793,794,Yveltal,Dark,Flying,high_hp,high_attack,medium_defense,high_sp_atk,medium_sp_def,medium_speed,6,True,,
794,795,Zygarde Half Forme,Dragon,Ground,high_hp,medium_attack,high_defense,medium_sp_atk,medium_sp_def,medium_speed,6,True,,
795,796,Diancie,Rock,Fairy,low_hp,medium_attack,high_defense,medium_sp_atk,high_sp_def,low_speed,6,True,,
796,797,Mega Diancie,Rock,Fairy,low_hp,high_attack,medium_defense,high_sp_atk,medium_sp_def,medium_speed,6,True,,
797,798,Hoopa Confined,Psychic,Ghost,medium_hp,medium_attack,medium_defense,high_sp_atk,high_sp_def,medium_speed,6,True,,
798,799,Hoopa Unbound,Psychic,Dark,medium_hp,high_attack,medium_defense,high_sp_atk,high_sp_def,medium_speed,6,True,,
